cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
37737910109785	S	Bayshore Preparatory Charter	San Marcos Unified	San Diego	47	7	*	*	*	*	*
37737913730793	S	Foothills High	San Marcos Unified	San Diego	66	1	*	*	*	*	*
37737913737632	S	San Marcos High	San Marcos Unified	San Diego	547	330	509	502	501	171	51.82
37754160000000	D		Warner Unified	San Diego	30	6	*	*	*	*	*
37754163730975	S	Warner Junior/Senior High	Warner Unified	San Diego	10	6	*	*	*	*	*
37754166119275	S	All Tribes Charter	Warner Unified	San Diego	18	0	NA	NA	NA	NA	NA
37756140000000	D		Valley Center-Pauma Unified	San Diego	340	136	496	504	497	65	47.79
37756143731114	S	Valley Center High	Valley Center-Pauma Unified	San Diego	278	131	496	505	499	64	48.85
37756143731601	S	Valley Center Prep	Valley Center-Pauma Unified	San Diego	28	5	*	*	*	*	*
37764710000000	D		SBC - High Tech High	San Diego	257	230	487	472	471	87	37.83
37764710114678	S	High Tech High Chula Vista	SBC - High Tech High	San Diego	140	131	460	449	453	35	26.72
37764710114694	S	High Tech High North County	SBC - High Tech High	San Diego	117	99	522	502	494	52	52.53
38000000000000	C			San Francisco	4879	2991	486	537	482	1488	49.75
38103890000000	D		San Francisco County Office of	San Francisco	75	0	NA	NA	NA	NA	NA
38103893830395	S	S.F. County Opportunity (Hilltop)	San Francisco County Office of	San Francisco	15	0	NA	NA	NA	NA	NA
38684780000000	D		San Francisco Unified	San Francisco	4768	2979	486	538	482	1483	49.78
38684780101774	S	Five Keys Charter (SF Sheriff's)	San Francisco Unified	San Francisco	97	0	NA	NA	NA	NA	NA
38684780102103	S	Jordan (June) School for Equity	San Francisco Unified	San Francisco	44	6	*	*	*	*	*
38684780107300	S	City Arts and Tech High	San Francisco Unified	San Francisco	112	94	416	411	410	11	11.70
38684780118133	S	Five Keys Adult School (SF Sheriff's)	San Francisco Unified	San Francisco	13	0	NA	NA	NA	NA	NA
38684780118141	S	Five Keys Independence HS (SF Sheriff's)	San Francisco Unified	San Francisco	176	0	NA	NA	NA	NA	NA
38684780119875	S	S.F. International High	San Francisco Unified	San Francisco	93	0	NA	NA	NA	NA	NA
38684780119958	S	Academy of Arts and Sciences	San Francisco Unified	San Francisco	85	0	NA	NA	NA	NA	NA
38684780128876	S	Gateway to College	San Francisco Unified	San Francisco	110	0	NA	NA	NA	NA	NA
38684783830031	S	Wells (Ida B.) High	San Francisco Unified	San Francisco	79	3	*	*	*	*	*
38684783830197	S	Independence High	San Francisco Unified	San Francisco	85	19	447	396	415	4	21.05
38684783830205	S	Wallenberg (Raoul) Traditional High	San Francisco Unified	San Francisco	183	134	474	541	472	64	47.76
38684783830254	S	Burton (Phillip and Sala) Academic High	San Francisco Unified	San Francisco	204	119	425	488	412	31	26.05
38684783830288	S	Balboa High	San Francisco Unified	San Francisco	369	241	457	518	464	98	40.66
38684783830353	S	International Studies Academy	San Francisco Unified	San Francisco	46	22	420	436	403	6	27.27
38684783830387	S	Asawa (Ruth) San Francisco School of the	San Francisco Unified	San Francisco	181	132	596	577	578	106	80.30
38684783830403	S	Marshall (Thurgood) High	San Francisco Unified	San Francisco	162	87	397	480	391	19	21.84
38684783830411	S	Leadership High	San Francisco Unified	San Francisco	54	50	364	363	381	2	4.00
38684783830429	S	Life Learning Academy Charter	San Francisco Unified	San Francisco	17	0	NA	NA	NA	NA	NA
38684783830437	S	Gateway High	San Francisco Unified	San Francisco	113	98	466	478	459	29	29.59
38684783831765	S	Galileo High	San Francisco Unified	San Francisco	517	418	459	536	460	188	44.98
38684783833241	S	Lincoln (Abraham) High	San Francisco Unified	San Francisco	462	354	453	528	450	158	44.63
38684783833407	S	Lowell High	San Francisco Unified	San Francisco	669	626	603	647	597	563	89.94
38684783834082	S	Mission High	San Francisco Unified	San Francisco	236	141	405	447	406	30	21.28
38684783834769	S	O'Connell (John) High	San Francisco Unified	San Francisco	145	65	398	436	402	10	15.38
38684783839081	S	Washington (George) High	San Francisco Unified	San Francisco	479	370	463	530	458	163	44.05
38767030000000	D		SBE - San Francisco Flex Acade	San Francisco	36	12	530	494	492	5	41.67
38767030121814	S	San Francisco Flex Academy	SBE - San Francisco Flex Acade	San Francisco	36	12	530	494	492	5	41.67
39000000000000	C			San Joaquin	11116	3414	472	482	466	1249	36.58
39103970000000	D		San Joaquin County Office of E	San Joaquin	922	44	462	432	446	11	25.00
39103970120717	S	one.Charter	San Joaquin County Office of E	San Joaquin	71	0	NA	NA	NA	NA	NA
39103970121723	S	San Joaquin Building Futures Academy	San Joaquin County Office of E	San Joaquin	129	0	NA	NA	NA	NA	NA
39103973930476	S	Venture Academy	San Joaquin County Office of E	San Joaquin	224	44	462	432	446	11	25.00
39685020000000	D		Escalon Unified	San Joaquin	212	70	492	487	474	30	42.86
39685023932308	S	Escalon High	Escalon Unified	San Joaquin	192	70	492	487	474	30	42.86
39685690000000	D		Lincoln Unified	San Joaquin	714	251	504	531	502	135	53.78
39685693933801	S	Lincoln High	Lincoln Unified	San Joaquin	623	251	504	531	502	135	53.78
39685770000000	D		Linden Unified	San Joaquin	198	91	464	465	478	34	37.36
39685773933959	S	Linden High	Linden Unified	San Joaquin	170	91	464	465	478	34	37.36
39685850000000	D		Lodi Unified	San Joaquin	2352	790	481	498	476	342	43.29
39685850101956	S	Aspire Benjamin Holt College Preparatory	Lodi Unified	San Joaquin	67	61	494	499	498	27	44.26
39685850108225	S	Ronald E. McNair High	Lodi Unified	San Joaquin	427	178	419	434	418	30	16.85
39685850122580	S	Rio Valley Charter	Lodi Unified	San Joaquin	77	0	NA	NA	NA	NA	NA
39685853930237	S	Bear Creek High	Lodi Unified	San Joaquin	440	184	464	494	456	67	36.41
39685853930344	S	Independence	Lodi Unified	San Joaquin	106	1	*	*	*	*	*
39685853930443	S	Middle College High	Lodi Unified	San Joaquin	56	53	544	557	542	38	71.70
39685853934759	S	Tokay High	Lodi Unified	San Joaquin	478	126	509	515	492	64	50.79
39685853934783	S	Lodi High	Lodi Unified	San Joaquin	478	187	515	537	515	116	62.03
39685930000000	D		Manteca Unified	San Joaquin	1827	606	465	464	449	164	27.06
39685930101576	S	Weston Ranch High	Manteca Unified	San Joaquin	248	83	449	451	441	17	20.48
39685930116376	S	Lathrop High	Manteca Unified	San Joaquin	271	129	450	442	434	26	20.16
39685930126094	S	Manteca Unified Vocational Academy	Manteca Unified	San Joaquin	24	0	NA	NA	NA	NA	NA
39685933930310	S	Sierra High	Manteca Unified	San Joaquin	365	165	473	468	453	49	29.70
39685933932001	S	East Union High	Manteca Unified	San Joaquin	300	113	476	485	469	41	36.28
39685933935103	S	Manteca High	Manteca Unified	San Joaquin	358	116	468	469	445	31	26.72
39686270000000	D		New Jerusalem Elementary	San Joaquin	369	21	498	455	452	8	38.10
39686270126755	S	Humphreys College Academy of Business, L	New Jerusalem Elementary	San Joaquin	48	0	NA	NA	NA	NA	NA
39686270127191	S	California Virtual Academy @ San Joaquin	New Jerusalem Elementary	San Joaquin	128	0	NA	NA	NA	NA	NA
39686276119309	S	Delta Charter	New Jerusalem Elementary	San Joaquin	193	21	498	455	452	8	38.10
39686500000000	D		Ripon Unified	San Joaquin	255	102	510	493	494	48	47.06
39686500125849	S	California Connections Academy @ Ripon	Ripon Unified	San Joaquin	40	0	NA	NA	NA	NA	NA
39686503935756	S	Ripon High	Ripon Unified	San Joaquin	203	102	510	493	494	48	47.06
39686760000000	D		Stockton Unified	San Joaquin	2507	785	430	439	430	171	21.78
39686760108159	S	Cesar Chavez High	Stockton Unified	San Joaquin	560	209	422	419	422	31	14.83
39686760115402	S	Edward C. Merlo Institute of Environment	Stockton Unified	San Joaquin	53	11	389	366	401	1	9.09
39686760118497	S	Aspire Langston Hughes Academy	Stockton Unified	San Joaquin	41	39	412	417	409	6	15.38
39686760119743	S	Stockton Unified Early College Academy	Stockton Unified	San Joaquin	59	53	517	538	518	31	58.49
39686760119784	S	Stockton High	Stockton Unified	San Joaquin	130	0	NA	NA	NA	NA	NA
39686760120733	S	Stockton Collegiate International Second	Stockton Unified	San Joaquin	24	23	542	513	534	17	73.91
39686760124248	S	Pacific Law Academy	Stockton Unified	San Joaquin	49	0	NA	NA	NA	NA	NA
39686763930427	S	Weber Institute	Stockton Unified	San Joaquin	102	42	410	421	394	6	14.29
39686763932100	S	Edison High	Stockton Unified	San Joaquin	509	140	412	435	416	21	15.00
39686763932654	S	Franklin High	Stockton Unified	San Joaquin	459	170	420	434	422	34	20.00
39686763937406	S	Stagg Senior High	Stockton Unified	San Joaquin	367	98	438	453	437	24	24.49
39754990000000	D		Tracy Joint Unified	San Joaquin	1760	654	502	515	497	306	46.79
39754990102392	S	Millennium Charter	Tracy Joint Unified	San Joaquin	104	69	480	471	475	25	36.23
39754990119040	S	John C. Kimball High	Tracy Joint Unified	San Joaquin	514	216	501	520	506	103	47.69
39754990120519	S	California Pacific Charter School North	Tracy Joint Unified	San Joaquin	59	0	NA	NA	NA	NA	NA
39754993930302	S	Merrill F. West High	Tracy Joint Unified	San Joaquin	465	185	489	504	477	77	41.62
39754993938008	S	Tracy High	Tracy Joint Unified	San Joaquin	472	184	524	538	513	101	54.89
40000000000000	C			San Luis Obispo	2863	1012	539	544	528	676	66.80
40104050000000	D		San Luis Obispo County Office	San Luis Obispo	252	0	NA	NA	NA	NA	NA
40104050101725	S	Grizzly ChalleNGe Charter	San Luis Obispo County Office	San Luis Obispo	151	0	NA	NA	NA	NA	NA
40687000000000	D		Atascadero Unified	San Luis Obispo	382	115	547	542	526	85	73.91
40687004030102	S	West Mall Alternative	Atascadero Unified	San Luis Obispo	11	0	NA	NA	NA	NA	NA
40687004030755	S	Atascadero High	Atascadero Unified	San Luis Obispo	321	115	547	542	526	85	73.91
40687590000000	D		Lucia Mar Unified	San Luis Obispo	842	334	523	538	514	205	61.38
40687594030268	S	Nipomo High	Lucia Mar Unified	San Luis Obispo	256	88	504	501	488	39	44.32
40687594030557	S	Arroyo Grande High	Lucia Mar Unified	San Luis Obispo	486	246	531	551	524	166	67.48
40688090000000	D		San Luis Coastal Unified	San Luis Obispo	557	282	568	573	553	209	74.11
40688094034807	S	Morro Bay High	San Luis Coastal Unified	San Luis Obispo	195	80	551	556	519	54	67.50
40688094036703	S	San Luis Obispo High	San Luis Coastal Unified	San Luis Obispo	327	202	574	580	567	155	76.73
40688330000000	D		Shandon Joint Unified	San Luis Obispo	14	0	NA	NA	NA	NA	NA
40688334037008	S	Shandon High	Shandon Joint Unified	San Luis Obispo	12	0	NA	NA	NA	NA	NA
40688410000000	D		Templeton Unified	San Luis Obispo	211	94	540	536	529	62	65.96
40688414030185	S	Templeton Independent Study High	Templeton Unified	San Luis Obispo	30	1	*	*	*	*	*
40688414037701	S	Templeton High	Templeton Unified	San Luis Obispo	174	93	540	538	530	62	66.67
40754570000000	D		Paso Robles Joint Unified	San Luis Obispo	535	161	521	516	516	101	62.73
40754570119354	S	Independence High	Paso Robles Joint Unified	San Luis Obispo	45	0	NA	NA	NA	NA	NA
40754574030235	S	Paso Robles Independent Study Center	Paso Robles Joint Unified	San Luis Obispo	0	3	*	*	*	*	*
40754574035754	S	Paso Robles High	Paso Robles Joint Unified	San Luis Obispo	442	158	522	518	517	100	63.29
40754650000000	D		Coast Unified	San Luis Obispo	70	26	511	510	503	14	53.85
40754654032009	S	Coast Union High	Coast Unified	San Luis Obispo	65	26	511	510	503	14	53.85
41000000000000	C			San Mateo	7000	3540	531	556	531	2234	63.11
41104130000000	D		San Mateo County Office of Edu	San Mateo	74	0	NA	NA	NA	NA	NA
41688900000000	D		Cabrillo Unified	San Mateo	258	129	528	528	525	83	64.34
41688904132817	S	Half Moon Bay High	Cabrillo Unified	San Mateo	234	129	528	528	525	83	64.34
41689160000000	D		Jefferson Elementary	San Mateo	66	9	*	*	*	*	*
41689160112284	S	California Virtual Academy @ San Mateo	Jefferson Elementary	San Mateo	66	9	*	*	*	*	*
41689240000000	D		Jefferson Union High	San Mateo	1161	546	495	528	496	277	50.73
41689244133393	S	Jefferson High	Jefferson Union High	San Mateo	244	112	443	461	447	27	24.11
41689244135075	S	Oceana High	Jefferson Union High	San Mateo	151	112	495	542	496	60	53.57
41689244137535	S	Terra Nova High	Jefferson Union High	San Mateo	276	131	528	537	512	83	63.36
41689244137790	S	Westmoor High	Jefferson Union High	San Mateo	397	191	502	552	513	107	56.02
41689400000000	D		La Honda-Pescadero Unified	San Mateo	24	11	505	510	487	6	54.55
41689404135331	S	Pescadero High	La Honda-Pescadero Unified	San Mateo	24	11	505	510	487	6	54.55
41690470000000	D		San Mateo Union High	San Mateo	2099	1246	555	579	554	917	73.60
41690470128165	S	Peninsula High	San Mateo Union High	San Mateo	136	0	NA	NA	NA	NA	NA
41690474130217	S	Aragon High	San Mateo Union High	San Mateo	345	234	580	599	577	193	82.48
41690474130472	S	Burlingame High	San Mateo Union High	San Mateo	356	234	568	588	571	184	78.63
41690474130738	S	Capuchino High	San Mateo Union High	San Mateo	274	168	508	514	503	93	55.36
41690474133070	S	Hillsdale High	San Mateo Union High	San Mateo	325	194	547	566	539	136	70.10
41690474134557	S	Mills High	San Mateo Union High	San Mateo	328	227	548	603	548	171	75.33
41690474136370	S	San Mateo High	San Mateo Union High	San Mateo	311	189	564	587	573	140	74.07
41690620000000	D		Sequoia Union High	San Mateo	2418	1236	535	559	539	783	63.35
41690620112722	S	Summit Preparatory Charter High	Sequoia Union High	San Mateo	90	43	528	543	538	27	62.79
41690620118232	S	Aspire East Palo Alto Phoenix Academy	Sequoia Union High	San Mateo	49	22	416	440	453	4	18.18
41690620126722	S	East Palo Alto Academy	Sequoia Union High	San Mateo	64	39	393	393	396	3	7.69
41690620127019	S	Sequoia Union High Independent Study	Sequoia Union High	San Mateo	24	0	NA	NA	NA	NA	NA
41690624130993	S	Carlmont High	Sequoia Union High	San Mateo	507	351	557	597	555	260	74.07
41690624133716	S	Menlo-Atherton High	Sequoia Union High	San Mateo	479	311	578	596	577	229	73.63
41690624135687	S	Redwood High	Sequoia Union High	San Mateo	259	1	*	*	*	*	*
41690624136693	S	Sequoia High	Sequoia Union High	San Mateo	542	287	520	543	529	166	57.84
41690624138053	S	Woodside High	Sequoia Union High	San Mateo	374	182	489	502	500	94	51.65
41690700000000	D		South San Francisco Unified	San Mateo	808	327	485	514	473	138	42.20
41690704130324	S	Baden High (Continuation)	South San Francisco Unified	San Mateo	56	1	*	*	*	*	*
41690704132551	S	El Camino High	South San Francisco Unified	San Mateo	374	198	477	509	464	76	38.38
41690704137279	S	South San Francisco High	South San Francisco Unified	San Mateo	372	128	497	521	486	62	48.44
41765880000000	D		SBE - Everest Public High	San Mateo	92	36	570	570	566	26	72.22
41765880119503	S	Everest Public High	SBE - Everest Public High	San Mateo	92	36	570	570	566	26	72.22
42000000000000	C			Santa Barbara	5181	1755	510	522	500	924	52.65
42104210000000	D		Santa Barbara County Office of	Santa Barbara	104	0	NA	NA	NA	NA	NA
42691120000000	D		Blochman Union Elementary	Santa Barbara	66	2	*	*	*	*	*
42691120111773	S	Family Partnership Home Study Charter	Blochman Union Elementary	Santa Barbara	61	2	*	*	*	*	*
42691460000000	D		Carpinteria Unified	Santa Barbara	174	76	480	489	473	34	44.74
42691464230181	S	Foothill Alternative High	Carpinteria Unified	Santa Barbara	11	0	NA	NA	NA	NA	NA
42691464230587	S	Carpinteria Senior High	Carpinteria Unified	Santa Barbara	149	76	480	489	473	34	44.74
42692290000000	D		Lompoc Unified	Santa Barbara	716	198	506	505	490	101	51.01
42692294230454	S	Cabrillo High	Lompoc Unified	Santa Barbara	351	135	527	521	507	82	60.74
42692294233060	S	Lompoc High	Lompoc Unified	Santa Barbara	314	63	461	473	454	19	30.16
42692450000000	D		Los Olivos Elementary	Santa Barbara	80	5	*	*	*	*	*
42692454230199	S	Olive Grove	Los Olivos Elementary	Santa Barbara	80	5	*	*	*	*	*
42692600000000	D		Orcutt Union Elementary	Santa Barbara	147	89	532	528	500	53	59.55
42692600116434	S	Orcutt Academy Charter	Orcutt Union Elementary	Santa Barbara	147	89	532	528	500	53	59.55
42693100000000	D		Santa Maria Joint Union High	Santa Barbara	1985	480	457	478	448	147	30.63
42693100102285	S	Pioneer Valley High	Santa Maria Joint Union High	Santa Barbara	609	138	453	474	449	37	26.81
42693104234613	S	Ernest Righetti High	Santa Maria Joint Union High	Santa Barbara	528	173	493	499	481	74	42.77
42693104236030	S	Santa Maria High	Santa Maria Joint Union High	Santa Barbara	564	169	424	460	414	36	21.30
42693280000000	D		Santa Ynez Valley Union High	Santa Barbara	262	142	530	531	521	84	59.15
42693284236345	S	Santa Ynez Valley Union High	Santa Ynez Valley Union High	Santa Barbara	251	142	530	531	521	84	59.15
42750100000000	D		Cuyama Joint Unified	Santa Barbara	20	0	NA	NA	NA	NA	NA
42750104231205	S	Cuyama Valley High	Cuyama Joint Unified	Santa Barbara	20	0	NA	NA	NA	NA	NA
42767860000000	D		Santa Barbara Unified	Santa Barbara	1627	763	541	555	533	498	65.27
42767860120402	S	Alta Vista Alternative High	Santa Barbara Unified	Santa Barbara	81	0	NA	NA	NA	NA	NA
42767864231726	S	Dos Pueblos Senior High	Santa Barbara Unified	Santa Barbara	520	330	557	576	549	230	69.70
42767864235230	S	San Marcos Senior High	Santa Barbara Unified	Santa Barbara	443	216	529	539	527	141	65.28
42767864235727	S	Santa Barbara Senior High	Santa Barbara Unified	Santa Barbara	487	217	529	541	515	127	58.53
43000000000000	C			Santa Clara	20443	10531	546	578	551	7006	66.53
43104390000000	D		Santa Clara County Office of E	Santa Clara	508	50	400	417	402	8	16.00
43104390102905	S	Leadership Public Schools - San Jose	Santa Clara County Office of E	Santa Clara	82	50	400	417	402	8	16.00
43104390113431	S	University Preparatory Academy Charter	Santa Clara County Office of E	Santa Clara	65	0	NA	NA	NA	NA	NA
43104390121780	S	Silicon Valley Flex Academy	Santa Clara County Office of E	Santa Clara	16	0	NA	NA	NA	NA	NA
43694010000000	D		Campbell Union High	Santa Clara	1770	893	533	554	535	577	64.61
43694014330239	S	Leigh High	Campbell Union High	Santa Clara	375	244	552	582	548	176	72.13
43694014330866	S	Branham High	Campbell Union High	Santa Clara	293	180	523	534	534	106	58.89
43694014331955	S	Del Mar High	Campbell Union High	Santa Clara	234	93	487	497	481	42	45.16
43694014336137	S	Prospect High	Campbell Union High	Santa Clara	277	163	528	545	529	101	61.96
43694014338505	S	Westmont High	Campbell Union High	Santa Clara	358	213	545	571	551	152	71.36
43694270000000	D		East Side Union High	Santa Clara	6495	2833	495	530	497	1418	50.05
43694270107151	S	Escuela Popular/Center for Training and	East Side Union High	Santa Clara	30	0	NA	NA	NA	NA	NA
43694270116889	S	KIPP San Jose Collegiate	East Side Union High	Santa Clara	93	60	476	523	481	26	43.33
43694274330015	S	Yerba Buena High	East Side Union High	Santa Clara	396	149	439	482	444	43	28.86
43694274330023	S	Santa Teresa High	East Side Union High	Santa Clara	535	283	523	548	520	181	63.96
43694274330031	S	Independence High	East Side Union High	Santa Clara	781	365	496	527	492	179	49.04
43694274330668	S	Latino College Preparatory Academy	East Side Union High	Santa Clara	93	53	375	371	392	1	1.89
43694274330676	S	San Jose Conservation Corps Charter	East Side Union High	Santa Clara	390	0	NA	NA	NA	NA	NA
43694274330692	S	Evergreen Valley High	East Side Union High	Santa Clara	655	469	539	582	545	307	65.46
43694274332318	S	Foothill High	East Side Union High	Santa Clara	253	1	*	*	*	*	*
43694274332995	S	Andrew P. Hill High	East Side Union High	Santa Clara	521	195	477	512	474	79	40.51
43694274333639	S	James Lick High	East Side Union High	Santa Clara	281	119	413	442	426	26	21.85
43694274334900	S	Mount Pleasant High	East Side Union High	Santa Clara	366	169	461	499	457	62	36.69
43694274335204	S	Oak Grove High	East Side Union High	Santa Clara	424	172	486	503	477	77	44.77
43694274335428	S	William C. Overfelt High	East Side Union High	Santa Clara	313	126	432	460	437	24	19.05
43694274335907	S	Piedmont Hills High	East Side Union High	Santa Clara	544	363	524	568	535	234	64.46
43694274337903	S	Silver Creek High	East Side Union High	Santa Clara	564	309	513	548	507	179	57.93
43694680000000	D		Fremont Union High	Santa Clara	2692	1904	600	655	620	1636	85.92
43694684331799	S	Cupertino High	Fremont Union High	Santa Clara	492	353	586	645	607	299	84.70
43694684332474	S	Fremont High	Fremont Union High	Santa Clara	550	235	513	550	523	137	58.30
43694684333316	S	Homestead High	Fremont Union High	Santa Clara	585	374	575	633	592	317	84.76
43694684334421	S	Lynbrook High	Fremont Union High	Santa Clara	447	407	630	689	657	375	92.14
43694684334462	S	Monta Vista High	Fremont Union High	Santa Clara	612	535	640	697	664	508	94.95
43694840000000	D		Gilroy Unified	Santa Clara	959	369	501	499	498	183	49.59
43694840114496	S	Dr. T. J. Owens Gilroy Early College Aca	Gilroy Unified	Santa Clara	58	53	588	583	574	41	77.36
43694840118380	S	Christopher High	Gilroy Unified	Santa Clara	347	184	493	488	488	87	47.28
43694844332839	S	Gilroy High	Gilroy Unified	Santa Clara	344	132	478	481	481	55	41.67
43695340000000	D		Los Gatos-Saratoga Joint Union	Santa Clara	803	651	608	640	615	569	87.40
43695344334371	S	Los Gatos High	Los Gatos-Saratoga Joint Union	Santa Clara	446	329	585	610	585	273	82.98
43695344337762	S	Saratoga High	Los Gatos-Saratoga Joint Union	Santa Clara	355	322	632	671	646	296	91.93
43695830000000	D		Morgan Hill Unified	Santa Clara	678	310	522	523	515	183	59.03
43695830102368	S	Ann Sobrato High	Morgan Hill Unified	Santa Clara	311	164	533	533	525	107	65.24
43695834333951	S	Live Oak High	Morgan Hill Unified	Santa Clara	277	146	510	512	503	76	52.05
43696090000000	D		Mountain View-Los Altos Union	Santa Clara	908	647	589	616	597	529	81.76
43696094334116	S	Los Altos High	Mountain View-Los Altos Union	Santa Clara	405	318	594	623	607	263	82.70
43696094334728	S	Mountain View High	Mountain View-Los Altos Union	Santa Clara	435	326	584	611	588	264	80.98
43696094334736	S	Alta Vista High	Mountain View-Los Altos Union	Santa Clara	67	3	*	*	*	*	*
43696410000000	D		Palo Alto Unified	Santa Clara	967	761	639	671	646	702	92.25
43696414332904	S	Henry M. Gunn High	Palo Alto Unified	Santa Clara	484	383	636	675	645	346	90.34
43696414335782	S	Palo Alto High	Palo Alto Unified	Santa Clara	472	378	643	668	646	356	94.18
43696660000000	D		San Jose Unified	Santa Clara	2752	1238	520	539	524	695	56.14
43696664330080	S	Gunderson High	San Jose Unified	Santa Clara	228	92	510	509	487	38	41.30
43696664330502	S	Liberty High (Alternative)	San Jose Unified	Santa Clara	197	3	*	*	*	*	*
43696664330585	S	Downtown College Preparatory	San Jose Unified	Santa Clara	77	1	*	*	*	*	*
43696664330593	S	Middle College High	San Jose Unified	Santa Clara	21	0	NA	NA	NA	NA	NA
43696664333522	S	Leland High	San Jose Unified	Santa Clara	428	349	593	633	607	298	85.39
43696664333795	S	Abraham Lincoln High	San Jose Unified	Santa Clara	405	206	478	482	480	72	34.95
43696664335949	S	Pioneer High	San Jose Unified	Santa Clara	359	247	515	539	523	144	58.30
43696664337200	S	San José High	San Jose Unified	Santa Clara	279	134	444	465	456	34	25.37
43696664338950	S	Willow Glen High	San Jose Unified	Santa Clara	358	206	498	498	489	106	51.46
43696740000000	D		Santa Clara Unified	Santa Clara	1086	443	508	526	502	225	50.79
43696744330122	S	Santa Clara High	Santa Clara Unified	Santa Clara	407	195	502	516	492	86	44.10
43696744330247	S	Wilson Alternative	Santa Clara Unified	Santa Clara	127	0	NA	NA	NA	NA	NA
43696744338406	S	New Valley Continuation High	Santa Clara Unified	Santa Clara	83	2	*	*	*	*	*
43696744338802	S	Adrian Wilcox High	Santa Clara Unified	Santa Clara	466	246	512	534	509	137	55.69
43733870000000	D		Milpitas Unified	Santa Clara	825	432	529	574	527	281	65.05
43733874334470	S	Milpitas High	Milpitas Unified	Santa Clara	722	432	529	574	527	281	65.05
44000000000000	C			Santa Cruz	3072	1116	524	523	516	656	58.78
44104470000000	D		Santa Cruz County Office of Ed	Santa Cruz	460	81	636	619	622	73	90.12
44104474430252	S	Pacific Collegiate Charter	Santa Cruz County Office of Ed	Santa Cruz	80	81	636	619	622	73	90.12
44697650000000	D		Live Oak Elementary	Santa Cruz	33	7	*	*	*	*	*
44697650100305	S	Cypress Charter High	Live Oak Elementary	Santa Cruz	33	7	*	*	*	*	*
44697990000000	D		Pajaro Valley Unified	Santa Cruz	1292	424	474	479	474	164	38.68
44697990105858	S	Pajaro Valley High	Pajaro Valley Unified	Santa Cruz	336	110	425	432	440	14	12.73
44697994430229	S	Pacific Coast Charter	Pajaro Valley Unified	Santa Cruz	66	4	*	*	*	*	*
44697994430245	S	Academic/Vocational Charter Institute	Pajaro Valley Unified	Santa Cruz	15	0	NA	NA	NA	NA	NA
44697994430518	S	Aptos High	Pajaro Valley Unified	Santa Cruz	311	153	540	535	528	104	67.97
44697994437901	S	Watsonville High	Pajaro Valley Unified	Santa Cruz	438	157	442	456	442	43	27.39
44698070000000	D		San Lorenzo Valley Unified	Santa Cruz	259	122	538	517	527	78	63.93
44698070110007	S	Ocean Grove Charter	San Lorenzo Valley Unified	Santa Cruz	66	13	560	548	552	8	61.54
44698074430179	S	SLVUSD Charter	San Lorenzo Valley Unified	Santa Cruz	22	1	*	*	*	*	*
44698074436754	S	San Lorenzo Valley High	San Lorenzo Valley Unified	Santa Cruz	171	108	534	512	524	69	63.89
44698230000000	D		Santa Cruz City High	Santa Cruz	851	355	540	541	528	239	67.32
44698234430096	S	Ark Independent Studies	Santa Cruz City High	Santa Cruz	46	1	*	*	*	*	*
44698234430187	S	Delta Charter	Santa Cruz City High	Santa Cruz	42	0	NA	NA	NA	NA	NA
44698234430195	S	Alternative Family Education	Santa Cruz City High	Santa Cruz	25	0	NA	NA	NA	NA	NA
44698234432340	S	Harbor High	Santa Cruz City High	Santa Cruz	206	80	505	531	497	47	58.75
44698234437109	S	Santa Cruz High	Santa Cruz City High	Santa Cruz	228	147	556	555	551	103	70.07
44698234437406	S	Soquel High	Santa Cruz City High	Santa Cruz	241	127	544	532	521	88	69.29
44754320000000	D		Scotts Valley Unified	Santa Cruz	177	127	554	565	540	95	74.80
44754324430211	S	Scotts Valley High	Scotts Valley Unified	Santa Cruz	177	127	554	565	540	95	74.80
45000000000000	C			Shasta	2293	500	534	531	509	307	61.40
45104540000000	D		Shasta County Office of Educat	Shasta	64	0	NA	NA	NA	NA	NA
45698560000000	D		Anderson Union High	Shasta	508	114	488	494	465	49	42.98
45698564530028	S	West Valley High	Anderson Union High	Shasta	227	68	472	495	458	28	41.18
45698564530051	S	Oakview High (Alternative)	Anderson Union High	Shasta	44	0	NA	NA	NA	NA	NA
45698564530333	S	Anderson New Technology High	Anderson Union High	Shasta	57	14	545	485	504	7	50.00
45698564530804	S	Anderson High	Anderson Union High	Shasta	144	32	498	496	461	14	43.75
45699890000000	D		Fall River Joint Unified	Shasta	83	23	514	537	523	10	43.48
45699894531000	S	Burney Junior-Senior High	Fall River Joint Unified	Shasta	37	11	495	510	495	5	45.45
45699894533600	S	Fall River Junior-Senior High	Fall River Joint Unified	Shasta	36	12	533	563	548	5	41.67
45701100000000	D		Redding Elementary	Shasta	22	1	*	*	*	*	*
45701104530341	S	Stellar Secondary Charter High	Redding Elementary	Shasta	22	1	*	*	*	*	*
45701360000000	D		Shasta Union High	Shasta	1332	327	553	547	527	230	70.34
45701360106013	S	University Preparatory	Shasta Union High	Shasta	97	74	597	583	560	63	85.14
45701364530044	S	Foothill High	Shasta Union High	Shasta	280	72	533	539	516	47	65.28
45701364530267	S	Shasta Secondary Home	Shasta Union High	Shasta	77	4	*	*	*	*	*
