cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
19650521938679	S	Temple City High	Temple City Unified	Los Angeles	531	363	555	604	562	283	77.96
19650600000000	D		Torrance Unified	Los Angeles	2176	1173	527	568	528	767	65.39
19650601936277	S	North High	Torrance Unified	Los Angeles	515	261	507	528	498	145	55.56
19650601938356	S	South High	Torrance Unified	Los Angeles	490	331	554	595	555	247	74.62
19650601938752	S	Torrance High	Torrance Unified	Los Angeles	472	227	506	542	502	128	56.39
19650601939602	S	West High	Torrance Unified	Los Angeles	534	354	531	588	541	247	69.77
19650940000000	D		West Covina Unified	Los Angeles	1117	282	486	496	476	113	40.07
19650940112706	S	California Virtual Academy @ Los Angeles	West Covina Unified	Los Angeles	274	37	562	514	531	23	62.16
19650940122432	S	Edgewood High	West Covina Unified	Los Angeles	172	0	NA	NA	NA	NA	NA
19650941939537	S	West Covina High	West Covina Unified	Los Angeles	537	245	475	494	468	90	36.73
19651280000000	D		Whittier Union High	Los Angeles	3470	1513	449	462	443	409	27.03
19651281931302	S	California High	Whittier Union High	Los Angeles	732	374	441	457	440	84	22.46
19651281934868	S	La Serna High	Whittier Union High	Los Angeles	622	359	487	487	467	147	40.95
19651281936889	S	Pioneer High	Whittier Union High	Los Angeles	321	150	414	447	413	27	18.00
19651281937903	S	Santa Fe High	Whittier Union High	Los Angeles	618	334	440	458	442	84	25.15
19651281939701	S	Whittier High	Whittier Union High	Los Angeles	608	292	440	451	435	67	22.95
19651281995653	S	Sierra Vista High (Alternative)	Whittier Union High	Los Angeles	261	4	*	*	*	*	*
19651360000000	D		William S. Hart Union High	Los Angeles	4763	2007	520	535	515	1179	58.74
19651360102459	S	Golden Valley High	William S. Hart Union High	Los Angeles	519	230	492	500	488	101	43.91
19651360102475	S	West Ranch High	William S. Hart Union High	Los Angeles	748	446	527	543	526	275	61.66
19651360114439	S	Mission View Public	William S. Hart Union High	Los Angeles	411	1	*	*	*	*	*
19651360117234	S	Santa Clarita Valley International	William S. Hart Union High	Los Angeles	29	0	NA	NA	NA	NA	NA
19651360121731	S	Albert Einstein Academy for Letters, Art	William S. Hart Union High	Los Angeles	44	0	NA	NA	NA	NA	NA
19651361931492	S	Canyon High	William S. Hart Union High	Los Angeles	609	334	492	499	483	142	42.51
19651361931740	S	Saugus High	William S. Hart Union High	Los Angeles	508	260	523	540	509	159	61.15
19651361932532	S	Learning Post High (Alternative)	William S. Hart Union High	Los Angeles	46	7	*	*	*	*	*
19651361933902	S	William S. Hart High	William S. Hart Union High	Los Angeles	481	275	532	550	528	175	63.64
19651361934421	S	Bowman (Jereann) High (Continuation)	William S. Hart Union High	Los Angeles	399	1	*	*	*	*	*
19651361995802	S	Valencia High	William S. Hart Union High	Los Angeles	653	389	536	559	535	274	70.44
19651361996263	S	Opportunities for Learning - Santa Clari	William S. Hart Union High	Los Angeles	192	0	NA	NA	NA	NA	NA
19651361996321	S	Academy of the Canyons	William S. Hart Union High	Los Angeles	98	64	560	561	553	48	75.00
19651690000000	D		Wiseburn Elementary	Los Angeles	222	94	465	425	459	27	28.72
19651690119016	S	Da Vinci Science	Wiseburn Elementary	Los Angeles	104	0	NA	NA	NA	NA	NA
19651690119636	S	Da Vinci Design	Wiseburn Elementary	Los Angeles	118	94	465	425	459	27	28.72
19734370000000	D		Compton Unified	Los Angeles	1539	340	403	401	401	38	11.18
19734371931567	S	Centennial High	Compton Unified	Los Angeles	195	68	391	389	388	4	5.88
19734371931963	S	Compton High	Compton Unified	Los Angeles	499	129	401	391	398	14	10.85
19734371932326	S	Dominguez High	Compton Unified	Los Angeles	511	143	411	415	410	20	13.99
19734450000000	D		Hacienda la Puente Unified	Los Angeles	1719	760	473	498	478	284	37.37
19734451933316	S	Puente Hills High	Hacienda la Puente Unified	Los Angeles	83	0	NA	NA	NA	NA	NA
19734451934801	S	La Puente High	Hacienda la Puente Unified	Los Angeles	375	148	445	448	441	33	22.30
19734451935246	S	Los Altos High	Hacienda la Puente Unified	Los Angeles	478	269	467	484	476	91	33.83
19734451939834	S	Glen A. Wilson High	Hacienda la Puente Unified	Los Angeles	410	249	520	568	526	150	60.24
19734451939925	S	William Workman High	Hacienda la Puente Unified	Los Angeles	266	94	410	429	415	10	10.64
19734520000000	D		Rowland Unified	Los Angeles	1365	494	497	534	490	262	53.04
19734520120600	S	iQ Academy California-Los Angeles	Rowland Unified	Los Angeles	43	0	NA	NA	NA	NA	NA
19734521930106	S	Santana High (Continuation)	Rowland Unified	Los Angeles	189	2	*	*	*	*	*
19734521936228	S	Nogales High	Rowland Unified	Los Angeles	527	181	443	454	438	45	24.86
19734521937564	S	John A. Rowland High	Rowland Unified	Los Angeles	601	311	530	583	521	217	69.77
19734600000000	D		Walnut Valley Unified	Los Angeles	1500	1206	551	607	563	880	72.97
19734601932862	S	Diamond Bar High	Walnut Valley Unified	Los Angeles	773	649	557	613	572	494	76.12
19734601939149	S	Walnut High	Walnut Valley Unified	Los Angeles	718	557	545	600	551	386	69.30
19752910000000	D		San Gabriel Unified	Los Angeles	826	323	516	554	511	198	61.30
19752911995810	S	Gabrielino High	San Gabriel Unified	Los Angeles	487	308	517	561	513	195	63.31
19752911996016	S	Options for Youth San Gabriel	San Gabriel Unified	Los Angeles	295	15	490	423	460	3	20.00
19753090000000	D		Acton-Agua Dulce Unified	Los Angeles	401	30	507	486	491	14	46.67
19753090127100	S	Assurance Learning Academy	Acton-Agua Dulce Unified	Los Angeles	294	0	NA	NA	NA	NA	NA
19753091995786	S	Vasquez High	Acton-Agua Dulce Unified	Los Angeles	107	30	507	486	491	14	46.67
19753330000000	D		Manhattan Beach Unified	Los Angeles	581	440	577	596	586	365	82.95
19753331935808	S	Mira Costa High	Manhattan Beach Unified	Los Angeles	571	440	577	596	586	365	82.95
19753410000000	D		Redondo Beach Unified	Los Angeles	693	377	540	556	547	257	68.17
19753411937143	S	Redondo Union High	Redondo Beach Unified	Los Angeles	631	376	540	556	547	256	68.09
19753411995752	S	Redondo Shores High (Continuation)	Redondo Beach Unified	Los Angeles	51	1	*	*	*	*	*
19756970000000	D		SBE - The School of Arts and E	Los Angeles	82	33	442	436	445	7	21.21
19756971996693	S	School of Arts and Enterprise	SBE - The School of Arts and E	Los Angeles	82	33	442	436	445	7	21.21
19757130000000	D		Alhambra Unified	Los Angeles	2075	1172	489	554	485	615	52.47
19757131930122	S	Century High	Alhambra Unified	Los Angeles	137	1	*	*	*	*	*
19757131930163	S	Alhambra High	Alhambra Unified	Los Angeles	696	421	477	529	473	193	45.84
19757131934553	S	Mark Keppel High	Alhambra Unified	Los Angeles	590	394	517	595	514	262	66.50
19757131937697	S	San Gabriel High	Alhambra Unified	Los Angeles	586	356	473	536	469	160	44.94
19757131995430	S	Independence High (Alternative)	Alhambra Unified	Los Angeles	41	0	NA	NA	NA	NA	NA
19764970000000	D		SBE - Lifeline Education Chart	Los Angeles	38	23	345	350	379	1	4.35
19764970115725	S	Lifeline Education Charter	SBE - Lifeline Education Chart	Los Angeles	38	23	345	350	379	1	4.35
20000000000000	C			Madera	2331	602	451	459	448	169	28.07
20102070000000	D		Madera County Office of Educat	Madera	350	0	NA	NA	NA	NA	NA
20102070117184	S	Madera County Independent Academy	Madera County Office of Educat	Madera	165	0	NA	NA	NA	NA	NA
20102072030229	S	Pioneer Technical Center	Madera County Office of Educat	Madera	86	0	NA	NA	NA	NA	NA
20652010000000	D		Chowchilla Union High	Madera	242	71	441	447	437	15	21.13
20652012032357	S	Chowchilla Union High	Chowchilla Union High	Madera	234	71	441	447	437	15	21.13
20652430000000	D		Madera Unified	Madera	1216	369	432	439	430	73	19.78
20652430110965	S	Madera South High	Madera Unified	Madera	505	191	419	420	417	26	13.61
20652432035640	S	Furman (Duane E.) High (Independent Stud	Madera Unified	Madera	92	0	NA	NA	NA	NA	NA
20652432035707	S	Madera High	Madera Unified	Madera	490	178	445	459	445	47	26.40
20755800000000	D		Golden Valley Unified	Madera	153	45	476	472	469	17	37.78
20755802030203	S	Liberty High	Golden Valley Unified	Madera	128	45	476	472	469	17	37.78
20756060000000	D		Chawanakee Unified	Madera	147	45	499	489	484	20	44.44
20756060117010	S	Minarets High	Chawanakee Unified	Madera	86	41	490	485	477	17	41.46
20756060125021	S	Minarets Charter High	Chawanakee Unified	Madera	36	0	NA	NA	NA	NA	NA
20756066114862	S	Chawanakee Academy	Chawanakee Unified	Madera	16	4	*	*	*	*	*
20764140000000	D		Yosemite Unified	Madera	223	72	518	546	512	44	61.11
20764142030013	S	Yosemite High	Yosemite Unified	Madera	172	69	520	548	513	43	62.32
20764142030104	S	Evergreen High	Yosemite Unified	Madera	15	0	NA	NA	NA	NA	NA
20764142030237	S	Glacier High School Charter	Yosemite Unified	Madera	21	3	*	*	*	*	*
21000000000000	C			Marin	2218	1319	558	561	556	963	73.01
21102150000000	D		Marin County Office of Educati	Marin	50	0	NA	NA	NA	NA	NA
21654170000000	D		Novato Unified	Marin	621	326	552	548	541	222	68.10
21654172130045	S	Nova Education Center	Novato Unified	Marin	20	5	*	*	*	*	*
21654172132272	S	Novato High	Novato Unified	Marin	337	212	558	554	545	150	70.75
21654172133056	S	San Marin High	Novato Unified	Marin	205	109	536	537	532	68	62.39
21654660000000	D		San Rafael City High	Marin	496	271	523	529	531	163	60.15
21654662133262	S	San Rafael High	San Rafael City High	Marin	235	118	513	530	520	69	58.47
21654662134005	S	Terra Linda High	San Rafael City High	Marin	231	153	532	528	540	94	61.44
21654820000000	D		Tamalpais Union High	Marin	1009	706	576	581	575	574	81.30
21654822130078	S	Tamiscal High (Alternative)	Tamalpais Union High	Marin	27	23	590	576	592	20	86.96
21654822131340	S	Sir Francis Drake High	Tamalpais Union High	Marin	234	162	560	567	562	128	79.01
21654822132587	S	Redwood High	Tamalpais Union High	Marin	372	262	576	596	583	212	80.92
21654822133692	S	Tamalpais High	Tamalpais Union High	Marin	330	255	587	577	575	212	83.14
21654822134419	S	San Andreas High (Continuation)	Tamalpais Union High	Marin	43	4	*	*	*	*	*
21733610000000	D		Shoreline Unified	Marin	42	16	449	484	423	4	25.00
21733612134310	S	Tomales High	Shoreline Unified	Marin	42	16	449	484	423	4	25.00
22000000000000	C			Mariposa	175	53	546	528	524	29	54.72
22102230000000	D		Mariposa County Office of Educ	Mariposa	15	0	NA	NA	NA	NA	NA
22655320000000	D		Mariposa County Unified	Mariposa	160	53	546	528	524	29	54.72
22655322235356	S	Mariposa County High	Mariposa County Unified	Mariposa	149	53	546	528	524	29	54.72
23000000000000	C			Mendocino	1080	273	520	510	508	152	55.68
23655400000000	D		Anderson Valley Unified	Mendocino	39	13	428	484	454	5	38.46
23655402330900	S	Anderson Valley Junior-Senior High	Anderson Valley Unified	Mendocino	35	13	428	484	454	5	38.46
23655570000000	D		Arena Union Elementary	Mendocino	5	5	*	*	*	*	*
23655576116669	S	Pacific Community Charter	Arena Union Elementary	Mendocino	5	5	*	*	*	*	*
23655650000000	D		Fort Bragg Unified	Mendocino	128	50	481	485	478	20	40.00
23655652331361	S	Fort Bragg High	Fort Bragg Unified	Mendocino	116	50	481	485	478	20	40.00
23655810000000	D		Mendocino Unified	Mendocino	43	27	559	531	560	23	85.19
23655812333185	S	Mendocino High	Mendocino Unified	Mendocino	37	27	559	531	560	23	85.19
23655990000000	D		Point Arena Joint Union High	Mendocino	50	23	510	498	471	10	43.48
23655992333649	S	Point Arena High	Point Arena Joint Union High	Mendocino	45	23	510	498	471	10	43.48
23656070000000	D		Round Valley Unified	Mendocino	34	2	*	*	*	*	*
23656072334563	S	Round Valley High	Round Valley Unified	Mendocino	32	2	*	*	*	*	*
23656150000000	D		Ukiah Unified	Mendocino	540	106	542	528	530	67	63.21
23656150128280	S	Ukiah Independent Study Academy	Ukiah Unified	Mendocino	28	0	NA	NA	NA	NA	NA
23656152330413	S	Redwood Academy of Ukiah	Ukiah Unified	Mendocino	24	14	551	549	561	9	64.29
23656152330454	S	Accelerated Achievement Academy	Ukiah Unified	Mendocino	15	0	NA	NA	NA	NA	NA
23656152335024	S	Ukiah High	Ukiah Unified	Mendocino	329	92	541	524	525	58	63.04
23656230000000	D		Willits Unified	Mendocino	163	27	536	496	510	13	48.15
23656232330314	S	New Horizons	Willits Unified	Mendocino	11	1	*	*	*	*	*
23656232330363	S	Willits Charter	Willits Unified	Mendocino	20	2	*	*	*	*	*
23656232335487	S	Willits High	Willits Unified	Mendocino	100	24	523	497	504	10	41.67
23738660000000	D		Potter Valley Community Unifie	Mendocino	25	11	503	507	484	6	54.55
23738662330041	S	Potter Valley High	Potter Valley Community Unifie	Mendocino	23	11	503	507	484	6	54.55
23739160000000	D		Laytonville Unified	Mendocino	42	7	*	*	*	*	*
23739162332260	S	Laytonville High	Laytonville Unified	Mendocino	41	7	*	*	*	*	*
23752180000000	D		Leggett Valley Unified	Mendocino	5	2	*	*	*	*	*
23752182330207	S	Whale Gulch High	Leggett Valley Unified	Mendocino	3	2	*	*	*	*	*
24000000000000	C			Merced	4304	1181	455	460	447	334	28.28
24102490000000	D		Merced County Office of Educat	Merced	328	5	*	*	*	*	*
24102490106518	S	Merced Scholars Charter	Merced County Office of Educat	Merced	20	5	*	*	*	*	*
24656980000000	D		Hilmar Unified	Merced	183	59	459	468	449	18	30.51
24656982432409	S	Hilmar High	Hilmar Unified	Merced	167	59	459	468	449	18	30.51
24657300000000	D		Le Grand Union High	Merced	135	37	389	405	408	1	2.70
24657302433001	S	Le Grand High	Le Grand Union High	Merced	110	37	389	405	408	1	2.70
24657550000000	D		Los Banos Unified	Merced	734	114	474	466	459	40	35.09
24657550119073	S	Crossroads Alternative Education Center	Los Banos Unified	Merced	32	0	NA	NA	NA	NA	NA
24657550120923	S	Pacheco High	Los Banos Unified	Merced	324	0	NA	NA	NA	NA	NA
24657552434207	S	Los Banos High	Los Banos Unified	Merced	273	114	474	466	459	40	35.09
24657890000000	D		Merced Union High	Merced	2447	784	459	470	450	235	29.97
24657892430049	S	Independence High (Alternative)	Merced Union High	Merced	18	0	NA	NA	NA	NA	NA
24657892430098	S	Golden Valley High	Merced Union High	Merced	502	168	461	465	449	48	28.57
24657892430205	S	Buhach Colony High	Merced Union High	Merced	424	194	450	463	446	54	27.84
24657892430601	S	Atwater High	Merced Union High	Merced	454	147	454	461	438	37	25.17
24657892433605	S	Livingston High	Merced Union High	Merced	249	96	453	472	453	33	34.38
24657892435204	S	Merced High	Merced Union High	Merced	560	179	474	488	464	63	35.20
24736190000000	D		Gustine Unified	Merced	118	43	440	463	441	10	23.26
24736192431807	S	Gustine High	Gustine Unified	Merced	107	43	440	463	441	10	23.26
24753170000000	D		Dos Palos Oro Loma Joint Unifi	Merced	184	63	453	427	436	15	23.81
24753172431203	S	Dos Palos High	Dos Palos Oro Loma Joint Unifi	Merced	165	63	453	427	436	15	23.81
24753660000000	D		Delhi Unified	Merced	175	76	424	397	431	13	17.11
24753662430114	S	Delhi High	Delhi Unified	Merced	149	76	424	397	431	13	17.11
25000000000000	C			Modoc	118	39	465	476	449	13	33.33
25658960000000	D		Surprise Valley Joint Unified	Modoc	6	4	*	*	*	*	*
25658962537702	S	Surprise Valley High	Surprise Valley Joint Unified	Modoc	6	4	*	*	*	*	*
25735850000000	D		Modoc Joint Unified	Modoc	68	23	488	484	460	8	34.78
25735852535409	S	Modoc High	Modoc Joint Unified	Modoc	62	23	488	484	460	8	34.78
25735930000000	D		Tulelake Basin Joint Unified	Modoc	40	12	403	438	414	2	16.67
25735934737250	S	Tulelake High	Tulelake Basin Joint Unified	Modoc	40	12	403	438	414	2	16.67
26000000000000	C			Mono	440	60	480	482	479	25	41.67
26102640000000	D		Mono County Office of Educatio	Mono	332	0	NA	NA	NA	NA	NA
26102640124990	S	Urban Corps of San Diego County Charter	Mono County Office of Educatio	Mono	177	0	NA	NA	NA	NA	NA
26102640125633	S	California Heritage Youthbuild Academy	Mono County Office of Educatio	Mono	46	0	NA	NA	NA	NA	NA
26102640126698	S	Orange County Conservation Corps Charter	Mono County Office of Educatio	Mono	106	0	NA	NA	NA	NA	NA
26736680000000	D		Eastern Sierra Unified	Mono	24	18	432	403	433	4	22.22
26736682633006	S	Coleville High	Eastern Sierra Unified	Mono	15	12	479	461	460	4	33.33
26736682635001	S	Lee Vining High	Eastern Sierra Unified	Mono	9	6	*	*	*	*	*
26736920000000	D		Mammoth Unified	Mono	84	42	501	515	499	21	50.00
26736922630010	S	Mammoth High	Mammoth Unified	Mono	73	42	501	515	499	21	50.00
27000000000000	C			Monterey	5247	1693	465	465	460	576	34.02
27102720000000	D		Monterey County Office of Educ	Monterey	323	4	*	*	*	*	*
27102722730232	S	Monterey County Home Charter	Monterey County Office of Educ	Monterey	120	4	*	*	*	*	*
27659870000000	D		Carmel Unified	Monterey	210	127	548	553	542	93	73.23
27659872730414	S	Carmel High	Carmel Unified	Monterey	199	127	548	553	542	93	73.23
27660680000000	D		South Monterey County Joint Un	Monterey	474	116	436	422	432	26	22.41
27660682730174	S	Greenfield High	South Monterey County Joint Un	Monterey	201	69	412	396	415	7	10.14
27660682732170	S	King City High	South Monterey County Joint Un	Monterey	199	47	470	460	457	19	40.43
27660920000000	D		Monterey Peninsula Unified	Monterey	766	359	479	477	466	134	37.33
27660920111435	S	Marina High	Monterey Peninsula Unified	Monterey	149	64	483	459	465	22	34.38
27660922732253	S	Central Coast High	Monterey Peninsula Unified	Monterey	88	1	*	*	*	*	*
27660922732808	S	Monterey High	Monterey Peninsula Unified	Monterey	271	158	519	514	505	87	55.06
27660922735348	S	Seaside High	Monterey Peninsula Unified	Monterey	248	136	430	443	421	25	18.38
27661340000000	D		Pacific Grove Unified	Monterey	150	87	556	554	543	60	68.97
27661342733657	S	Pacific Grove High	Pacific Grove Unified	Monterey	135	87	556	554	543	60	68.97
27661590000000	D		Salinas Union High	Monterey	2370	749	451	459	449	217	28.97
27661590124610	S	El Puente	Salinas Union High	Monterey	250	0	NA	NA	NA	NA	NA
27661592730109	S	Alisal High	Salinas Union High	Monterey	541	216	406	438	419	35	16.20
27661592730166	S	Everett Alvarez High	Salinas Union High	Monterey	513	154	458	446	451	36	23.38
27661592733178	S	North Salinas High	Salinas Union High	Monterey	432	133	444	444	444	36	27.07
27661592734556	S	Salinas High	Salinas Union High	Monterey	503	246	490	494	477	110	44.72
27738250000000	D		North Monterey County Unified	Monterey	354	102	442	421	437	23	22.55
27738252730034	S	North Monterey County High	North Monterey County Unified	Monterey	257	101	440	420	436	22	21.78
27738252730125	S	North Monterey County Center for Indepen	North Monterey County Unified	Monterey	55	1	*	*	*	*	*
27754400000000	D		Soledad Unified	Monterey	369	86	438	426	446	16	18.60
27754402730190	S	Soledad High	Soledad Unified	Monterey	304	86	438	426	446	16	18.60
27754402730216	S	Chalone High	Soledad Unified	Monterey	44	0	NA	NA	NA	NA	NA
27754730000000	D		Gonzales Unified	Monterey	229	63	398	379	391	5	7.94
27754732730885	S	Gonzales High	Gonzales Unified	Monterey	204	63	398	379	391	5	7.94
28000000000000	C			Napa	1618	663	494	499	490	320	48.27
